,Average Time,Game_Duration,Time_Per_Move,Number_of_Turns
18344,0.01,4.09,0.06,74
18345,0.04,1.33,0.05,25
18346,0.02,2.61,0.04,59
18347,0.02,6.73,0.15,45
18348,0.03,3.08,0.08,39
18349,0.02,3.18,0.07,43
18350,0.01,10.66,0.06,169
18351,0.02,7.65,0.14,56
18352,0.01,10.9,0.07,154
18353,0.02,7.19,0.17,42
18354,0.03,8.21,0.23,35
18355,0.02,7.42,0.17,44
18356,0.02,6.48,0.16,41
18357,0.02,7.51,0.13,57
18358,0.02,9.57,0.2,48
18359,0.03,6.75,0.17,39
18360,0.03,6.95,0.22,32
18361,0.05,3.49,0.18,19
18362,0.03,5.92,0.17,35
18363,0.03,9.37,0.29,32
18364,0.11,1.59,0.18,9
18365,0.01,60.12,0.32,185
18366,0.01,14.65,0.19,76
18368,0.03,8.02,0.21,39
18369,0.04,6.81,0.24,28
18370,0.02,13.28,0.29,46
18371,0.02,12.9,0.23,56
18372,0.02,10.79,0.18,60
18373,0.02,6.33,0.12,53
18374,0.05,2.93,0.15,19
18375,0.02,8.45,0.2,43
18376,0.02,12.27,0.26,48
18377,0.03,13.29,0.38,35
18378,0.01,14.45,0.18,79
18379,0.01,8.7,0.11,80
18380,0.01,9.14,0.13,73
18381,0.01,10.51,0.15,70
18382,0.01,14.12,0.16,90
18383,0.02,29.39,0.57,52
18384,0.08,8.87,0.74,12
18385,0.01,25.99,0.21,123
18386,0.02,8.44,0.14,59
18387,0.01,29.98,0.31,98
18388,0.03,5.6,0.17,33
18389,0.01,17.71,0.13,141
18390,0.02,5.22,0.08,62
18391,0.03,4.64,0.14,32
18392,0.01,19.28,0.1,187
18393,0.01,16.99,0.23,74
18394,0.01,19.35,0.11,170
18395,0.02,7.97,0.17,46
18396,0.01,15.07,0.11,134
18397,0.02,11.64,0.18,63
18398,0.01,12.42,0.14,89
18399,0.01,11.39,0.17,68
18400,0.01,18.43,0.12,156
18401,0.04,5.48,0.21,26
18402,0.01,19.57,0.14,141
18403,0.02,101.63,1.69,60
18404,0.02,26.7,0.65,41
18405,0.01,78.87,0.67,118
18406,0.01,88.88,0.75,119
18407,0.01,90.45,0.85,106
18408,0.01,18.64,0.16,120
18409,0.01,27.5,0.29,95
18410,0.03,15.52,0.43,36
18411,0.03,12.07,0.32,38
18412,0.02,24.49,0.39,63
18413,0.02,7.7,0.16,48
18414,0.03,35.48,0.89,40
18415,0.01,16.2,0.21,76
18416,0.01,10.0,0.1,103
18417,0.01,6.5,0.08,81
18418,0.05,1.18,0.06,20
18419,0.01,17.89,0.12,144
18420,0.01,7.58,0.1,79
18421,0.03,8.77,0.23,38
18422,0.02,7.61,0.15,51
18423,0.01,14.13,0.11,123
18424,0.02,6.98,0.16,44
18425,0.01,17.56,0.26,67
18426,0.02,12.29,0.22,57
18427,0.02,13.09,0.24,54
18428,0.03,8.35,0.22,38
18429,0.01,11.83,0.16,74
18430,0.03,8.02,0.22,37
18431,0.02,9.63,0.16,62
18432,0.01,15.26,0.18,84
18433,0.02,5.23,0.1,51
18434,0.04,2.7,0.11,25
18435,0.01,14.84,0.14,107
18436,0.01,12.99,0.19,70
18437,0.01,12.19,0.09,137
18438,0.01,6.0,0.05,128
18439,0.04,2.09,0.08,26
18440,0.03,3.81,0.12,33
18441,0.01,9.5,0.1,91
18442,0.02,4.94,0.08,60
18443,0.02,14.6,0.22,66
18444,0.04,4.38,0.16,27
18445,0.03,3.31,0.1,33
18446,0.02,7.11,0.13,53
18447,0.01,12.81,0.1,129
18448,0.03,5.69,0.18,32
18449,0.02,5.65,0.11,52
18450,0.02,6.33,0.12,52
18451,0.01,9.49,0.12,79
18452,0.01,15.52,0.2,79
18453,0.01,14.25,0.14,101
18454,0.03,4.07,0.12,33
18455,0.01,9.69,0.13,73
18456,0.01,9.43,0.11,89
18457,0.02,7.72,0.18,43
18458,0.03,12.1,0.34,36
18459,0.01,8.03,0.12,67
18460,0.01,16.87,0.23,74
18461,0.01,15.76,0.17,94
18462,0.02,6.61,0.11,62
18463,0.01,14.45,0.19,78
18464,0.01,11.79,0.13,93
18467,0.03,3.6,0.12,29
18468,0.01,10.24,0.14,74
18469,0.03,10.39,0.27,39
18470,0.01,9.61,0.1,95
18471,0.03,7.8,0.23,34
18472,0.03,7.02,0.22,32
18473,0.01,11.48,0.12,98
18474,0.01,16.7,0.23,73
18475,0.01,31.18,0.4,78
18476,0.02,13.7,0.26,52
18477,0.07,1.16,0.08,15
18478,0.03,5.76,0.16,37
18479,0.02,29.23,0.53,55
18480,0.02,12.82,0.26,49
18481,0.03,7.7,0.21,37
18482,0.03,6.57,0.22,30
18483,0.02,24.38,0.51,48
18484,0.02,13.99,0.3,47
18485,0.01,18.17,0.2,91
18486,0.01,16.03,0.16,102
18487,0.01,33.82,0.36,94
18488,0.01,23.08,0.24,98
18489,0.02,9.37,0.15,62
18490,0.01,12.74,0.14,92
18491,0.01,33.05,0.3,109
18492,0.01,17.41,0.17,101
18493,0.01,10.18,0.15,66
18494,0.01,33.02,0.28,120
18495,0.01,26.06,0.33,80
18496,0.02,20.74,0.38,55
18497,0.01,24.6,0.36,68
18498,0.03,6.12,0.2,30
18499,0.01,21.48,0.25,86
18500,0.02,11.63,0.2,59
18501,0.03,14.69,0.37,40
18502,0.02,9.64,0.24,40
18503,0.02,19.34,0.33,59
18504,0.02,13.52,0.26,53
18505,0.01,23.49,0.33,71
18506,0.01,15.48,0.15,100
18507,0.01,18.02,0.16,110
18508,0.02,8.1,0.18,44
18509,0.02,13.62,0.3,46
18510,0.01,20.11,0.26,78
18511,0.02,6.66,0.14,47
18512,0.04,2.24,0.09,24
18513,0.01,12.25,0.13,92
18514,0.01,7.32,0.1,77
18515,0.01,12.21,0.16,77
18516,0.03,6.46,0.18,36
18517,0.02,9.13,0.22,42
18518,0.01,16.2,0.22,73
18519,0.02,3.78,0.09,40
18520,0.02,8.61,0.14,62
18521,0.01,19.34,0.16,124
18522,0.01,11.62,0.14,83
18523,0.01,14.94,0.11,133
18524,0.01,15.02,0.14,105
18525,0.06,1.4,0.08,17
18526,0.01,23.34,0.18,128
18527,0.03,10.67,0.28,38
18528,0.03,4.1,0.11,39
18529,0.01,8.0,0.11,73
18530,0.02,10.8,0.22,48
18531,0.04,3.93,0.14,29
18532,0.02,6.78,0.16,43
18533,0.02,9.15,0.19,49
18534,0.02,9.12,0.16,57
18535,0.01,10.26,0.15,68
18536,0.03,4.44,0.15,30
18537,0.01,12.94,0.1,129
18538,0.02,8.5,0.17,50
18539,0.01,11.96,0.17,70
18540,0.01,10.63,0.14,77
18541,0.02,12.03,0.23,53
18542,0.03,4.56,0.14,33
18543,0.01,16.92,0.15,112
18544,0.02,9.28,0.15,62
18545,0.02,6.95,0.11,66
18546,0.02,8.51,0.13,64
18547,0.01,13.88,0.17,80
18548,0.01,20.4,0.14,150
18549,0.04,6.58,0.24,27
18550,0.01,15.71,0.19,83
18551,0.01,11.67,0.14,84
18552,0.01,19.29,0.14,140
18553,0.03,5.22,0.16,33
18554,0.02,13.56,0.29,46
18555,0.02,18.36,0.39,47
18556,0.02,13.2,0.23,57
18557,0.01,16.92,0.15,112
18558,0.01,20.66,0.26,79
18559,0.06,5.96,0.35,17
18560,0.04,11.92,0.46,26
18561,0.01,19.41,0.2,96
18562,0.01,14.12,0.16,88
18563,0.01,17.46,0.13,138
18564,0.02,11.69,0.19,60
18565,0.01,14.31,0.2,70
18566,0.02,11.67,0.18,64
18567,0.02,9.29,0.15,62
18568,0.04,3.8,0.14,28
18569,0.01,18.01,0.18,98
18570,0.01,19.77,0.21,94
18571,0.02,16.02,0.32,50
18572,0.01,18.88,0.23,82
18573,0.02,22.7,0.49,46
18574,0.03,5.24,0.17,31
18575,0.02,22.12,0.43,52
18576,0.02,21.91,0.46,48
18577,0.02,31.97,0.69,46
18578,0.05,10.91,0.52,21
18579,0.04,3.64,0.13,27
18580,0.01,8.52,0.09,95
18581,0.01,16.47,0.12,136
18582,0.02,5.34,0.1,55
18584,0.03,5.47,0.15,36
18585,0.02,7.87,0.15,54
18586,0.02,6.45,0.16,41
18587,0.01,18.47,0.19,97
18588,0.01,7.51,0.09,84
18589,0.01,9.71,0.12,81
18590,0.01,4.6,0.05,91
18591,0.01,16.77,0.1,167
18592,0.02,6.14,0.14,43
18593,0.02,5.17,0.12,42
18594,0.01,10.15,0.15,70
18595,0.01,9.73,0.1,100
18596,0.03,7.1,0.18,40
18597,0.01,10.11,0.09,114
18598,0.01,18.98,0.16,118
18599,0.04,4.23,0.17,25
18600,0.04,3.9,0.14,27
18601,0.02,24.23,0.45,54
18602,0.01,14.39,0.17,87
18603,0.02,23.39,0.38,62
18604,0.02,15.83,0.34,46
18605,0.02,13.8,0.27,51
18606,0.03,7.34,0.23,32
18607,0.02,12.8,0.21,62
18608,0.01,32.01,0.27,120
18609,0.02,18.16,0.37,49
18610,0.01,17.27,0.22,77
18611,0.03,22.02,0.63,35
18612,0.07,15.23,1.09,14
18613,0.09,1.13,0.1,11
18614,0.01,19.93,0.22,91
18615,0.02,16.67,0.27,62
18616,0.04,7.19,0.29,25
18617,0.02,18.65,0.4,47
18618,0.02,14.77,0.25,58
18619,0.02,10.04,0.18,55
18620,0.03,14.55,0.38,38
18621,0.02,17.79,0.41,43
18622,0.02,13.43,0.27,50
18623,0.02,60.09,1.05,57
18624,0.01,21.6,0.31,69
18625,0.01,13.25,0.15,90
18626,0.01,27.28,0.16,173
18627,0.02,5.71,0.13,43
18628,0.02,17.64,0.27,66
18629,0.01,16.42,0.16,103
18630,0.03,11.02,0.28,40
18631,0.01,19.55,0.22,90
18632,0.01,22.87,0.21,107
18634,0.01,33.32,0.26,126
18635,0.01,22.96,0.21,108
18636,0.01,18.19,0.18,100
18637,0.02,17.13,0.27,64
18638,0.02,14.89,0.23,66
18639,0.02,5.25,0.12,45
18640,0.13,48.55,6.07,8
18641,0.02,14.85,0.32,46
18642,0.03,8.59,0.25,35
18643,0.02,60.01,1.5,40
18644,0.13,1.56,0.2,8
18645,0.02,9.87,0.19,53
18646,0.01,19.75,0.16,120
18647,0.01,23.66,0.32,73
18648,0.04,8.68,0.39,22
18649,0.02,17.88,0.27,66
18650,0.01,25.73,0.3,85
18651,0.03,3.62,0.12,30
18652,0.02,9.28,0.19,49
18653,0.01,10.36,0.15,70
18654,0.05,2.61,0.14,19
18655,0.01,9.32,0.12,80
18656,0.01,19.59,0.16,123
18657,0.02,10.96,0.23,48
18658,0.01,13.71,0.2,69
18659,0.02,23.9,0.37,65
18660,0.01,52.45,0.54,97
18661,0.01,19.38,0.23,83
18662,0.02,15.11,0.27,56
18663,0.01,24.43,0.3,81
18664,0.01,13.47,0.2,68
18665,0.01,18.71,0.19,98
18666,0.02,4.68,0.1,45
18667,0.04,9.71,0.35,28
18668,0.02,24.84,0.42,59
18669,0.01,26.16,0.29,91
18670,0.03,12.16,0.38,32
18671,0.01,18.87,0.27,69
18672,0.01,13.37,0.19,70
18673,0.02,51.26,1.05,49
18675,0.03,21.0,0.57,37
18676,0.01,23.03,0.33,69
18677,0.01,35.26,0.29,121
18678,0.05,3.33,0.18,19
18679,0.02,27.24,0.61,45
18680,0.03,8.0,0.23,35
18681,0.02,31.31,0.53,59
18682,0.01,20.29,0.22,92
18683,0.05,3.36,0.18,19
18684,0.02,6.12,0.15,40
18685,0.04,4.76,0.17,28
18686,0.03,15.25,0.39,39
18687,0.02,8.16,0.19,43
18688,0.02,19.88,0.3,66
18689,0.01,25.37,0.26,98
18690,0.03,6.7,0.2,33
18691,0.03,13.55,0.36,38
18692,0.04,7.47,0.31,24
18693,0.01,20.5,0.12,168
18694,0.01,15.89,0.21,76
18695,0.02,10.59,0.21,51
18696,0.02,5.41,0.12,47
18697,0.01,16.26,0.16,102
18698,0.03,4.03,0.12,33
18699,0.03,10.9,0.3,36
18700,0.04,11.76,0.47,25
18701,0.04,13.41,0.54,25
18702,0.11,1.91,0.21,9
18703,0.02,14.66,0.22,67
18704,0.02,17.29,0.26,67
18705,0.02,16.87,0.28,61
18706,0.03,13.93,0.39,36
18707,0.03,11.55,0.33,35
18708,0.01,13.54,0.16,83
18709,0.03,5.59,0.15,37
18710,0.04,6.67,0.29,23
18711,0.01,13.35,0.15,89
18712,0.04,3.85,0.14,27
18713,0.01,34.66,0.45,77
18714,0.02,10.65,0.23,47
18715,0.04,6.39,0.27,24
18716,0.02,8.65,0.14,63
18717,0.02,11.86,0.27,44
18718,0.04,6.59,0.24,28
18719,0.01,11.88,0.1,117
18720,0.01,18.59,0.18,105
18721,0.01,27.01,0.27,101
18722,0.01,41.35,0.57,72
18723,0.01,22.54,0.33,69
18724,0.01,27.56,0.19,145
18725,0.01,28.87,0.35,83
18726,0.01,30.29,0.36,85
18727,0.02,14.49,0.26,55
18728,0.01,23.77,0.27,87
18729,0.01,23.28,0.26,89
18730,0.01,25.03,0.33,77
18731,0.2,150.8,30.16,5
18732,0.02,56.86,0.87,65
18733,0.01,59.16,0.57,103
18734,0.01,10.84,0.14,76
18735,0.02,35.73,0.55,65
18736,0.02,22.44,0.4,56
18737,0.01,38.77,0.32,123
18738,0.04,4.77,0.21,23
18739,0.01,41.07,0.41,99
18740,0.03,4.97,0.14,36
18741,0.03,10.52,0.33,32
18742,0.01,36.98,0.39,96
18743,0.02,21.48,0.38,56
18744,0.03,21.16,0.56,38
18745,0.03,13.19,0.33,40
18746,0.03,15.54,0.43,36
18747,0.01,31.86,0.23,138
18748,0.01,46.58,0.29,162
18749,0.03,14.51,0.38,38
18750,0.02,19.06,0.36,53
18751,0.03,7.45,0.26,29
18752,0.02,25.8,0.45,57
18753,0.02,24.09,0.48,50
18754,0.03,10.44,0.36,29
18755,0.01,48.68,0.34,142
18756,0.02,32.3,0.56,58
18757,0.01,40.97,0.42,97
18758,0.02,28.67,0.47,61
18759,0.01,45.31,0.34,133
18760,0.02,23.49,0.36,65
18761,0.03,11.88,0.37,32
18762,0.02,25.68,0.44,58
18763,0.08,5.17,0.43,12
18764,0.01,27.82,0.33,85
18765,0.02,21.0,0.4,53
18766,0.02,30.35,0.6,51
18767,0.02,29.19,0.49,60
18768,0.02,18.88,0.36,52
18769,0.03,20.64,0.67,31
18770,0.07,3.04,0.2,15
18771,0.03,25.8,0.74,35
18772,0.02,26.34,0.44,60
18773,0.02,30.15,0.57,53
18774,0.01,34.12,0.39,88
18775,0.02,18.57,0.34,54
18776,0.01,20.2,0.29,69
18777,0.01,42.44,0.46,92
18778,0.04,6.55,0.25,26
18779,0.02,21.49,0.52,41
18780,0.01,28.29,0.37,77
18781,0.01,31.83,0.35,91
18782,0.01,22.22,0.27,81
18783,0.02,26.89,0.46,59
18784,0.03,5.87,0.2,29
18785,0.12,1.69,0.21,8
18786,0.03,15.22,0.41,37
18787,0.02,25.38,0.42,61
18788,0.02,21.89,0.44,50
18789,0.02,10.53,0.19,55
18790,0.01,31.43,0.2,154
18791,0.01,11.56,0.17,70
18792,0.02,8.09,0.18,44
18793,0.02,13.38,0.23,57
18794,0.02,6.2,0.13,47
18795,0.03,10.6,0.29,36
18796,0.02,11.64,0.28,42
18797,0.02,11.51,0.26,44
18798,0.01,21.2,0.14,157
18799,0.01,22.86,0.25,93
18800,0.01,15.17,0.15,99
18801,0.02,13.04,0.28,47
18802,0.01,12.44,0.17,73
18803,0.02,18.41,0.41,45
18804,0.01,24.18,0.23,107
18805,0.02,24.3,0.43,56
18806,0.01,17.84,0.24,74
18807,0.03,3.53,0.12,29
18808,0.01,14.19,0.18,80
18809,0.04,5.34,0.22,24
18810,0.01,23.84,0.34,70
18811,0.02,24.69,0.4,61
18812,0.01,19.65,0.17,114
18813,0.02,9.43,0.21,44
18814,0.01,15.17,0.19,78
18815,0.01,44.86,0.5,89
18816,0.01,15.02,0.2,74
18817,0.01,17.39,0.24,72
18818,0.03,7.97,0.22,37
18819,0.05,4.34,0.23,19
18820,0.03,8.54,0.23,37
18821,0.01,15.76,0.23,68
18822,0.01,33.09,0.38,88
18823,0.01,27.12,0.24,115
18824,0.03,11.29,0.38,30
18825,0.02,21.62,0.48,45
18826,0.01,21.42,0.3,71
18827,0.01,16.36,0.21,78
18828,0.04,7.76,0.32,24
18829,0.01,23.7,0.34,69
18830,0.02,20.41,0.36,56
18831,0.01,25.51,0.26,99
18832,0.01,20.81,0.26,79
18833,0.02,19.61,0.3,66
18834,0.02,19.77,0.37,53
18835,0.01,17.73,0.12,142
18836,0.01,14.82,0.1,144
18837,0.02,11.31,0.2,56
18838,0.03,2.89,0.1,30
18839,0.01,12.4,0.12,102
18840,0.01,14.21,0.2,70
18841,0.02,13.69,0.23,59
18842,0.02,20.65,0.4,52
18843,0.02,21.22,0.46,46
18844,0.01,36.15,0.28,130
18845,0.01,24.71,0.25,100
18846,0.01,24.06,0.36,67
18847,0.02,11.31,0.22,52
18848,0.03,17.67,0.55,32
18849,0.03,23.47,0.71,33
18850,0.01,43.16,0.51,85
18851,0.02,26.26,0.47,56
18852,0.02,20.85,0.38,55
18853,0.02,25.6,0.39,65
18854,0.02,18.18,0.32,56
18855,0.04,2.3,0.1,24
18856,0.01,24.7,0.21,119
18857,0.02,20.58,0.38,54
18858,0.03,8.58,0.25,35
18859,0.01,25.86,0.3,86
18860,0.01,32.23,0.28,117
18861,0.01,40.3,0.37,108
18862,0.01,41.21,0.29,141
18863,0.02,27.24,0.41,67
18864,0.04,13.04,0.47,28
18865,0.01,113.21,0.82,138
18866,0.01,92.14,1.07,86
18867,0.02,103.35,1.67,62
18868,0.02,75.25,1.42,53
18869,0.01,61.14,0.79,77
18870,0.02,80.68,1.47,55
18871,0.01,169.79,1.59,107
18872,0.03,7.22,0.21,34
18873,0.06,10.05,0.63,16
18874,0.02,111.91,1.9,59
18875,0.01,60.78,0.88,69
18876,0.02,16.51,0.34,49
18877,0.03,11.54,0.37,31
18878,0.01,106.29,0.96,111
18879,0.01,164.62,1.47,112
18880,0.03,67.27,1.77,38
18881,0.02,116.71,2.12,55
18882,0.01,86.04,1.12,77
18883,0.01,141.01,1.38,102
18884,0.02,9.74,0.23,43
18885,0.02,72.81,1.46,50
18886,0.01,131.38,1.71,77
18887,0.02,93.01,1.9,49
18888,0.01,96.74,1.01,96
18889,0.03,49.42,1.24,40
18890,0.02,16.79,0.37,45
18891,0.01,25.32,0.31,83
18892,0.01,29.39,0.27,107
18893,0.04,2.97,0.11,27
18894,0.02,5.54,0.11,50
18895,0.02,8.18,0.19,42
18896,0.01,25.57,0.32,81
18897,0.01,15.52,0.23,68
18900,0.01,14.07,0.15,93
18901,0.01,8.68,0.13,66
18902,0.01,5.04,0.07,75
18903,0.02,6.39,0.12,53
18904,0.02,7.15,0.14,50
18905,0.01,13.1,0.14,91
18906,0.01,18.28,0.16,112
18907,0.01,43.81,0.62,71
18908,0.01,26.11,0.24,110
18909,0.02,12.19,0.23,54
18910,0.02,11.68,0.19,62
18911,0.01,6.8,0.1,65
18912,0.03,2.94,0.08,39
18913,0.02,3.82,0.07,58
18914,0.04,1.65,0.07,23
18915,0.01,13.84,0.19,73
18916,0.02,6.57,0.11,62
18917,0.01,9.88,0.1,99
18918,0.03,2.29,0.08,28
18919,0.02,5.95,0.1,58
18920,0.03,5.64,0.16,36
18921,0.01,15.46,0.15,100
18922,0.03,4.77,0.14,35
18923,0.02,11.29,0.19,59
18924,0.02,11.35,0.26,43
18925,0.02,18.21,0.3,61
18926,0.04,6.23,0.27,23
18927,0.02,8.51,0.18,46
18928,0.07,1.67,0.11,15
18929,0.01,7.39,0.07,111
18930,0.01,9.53,0.1,92
18931,0.02,5.72,0.11,52
18932,0.02,4.56,0.11,42
18933,0.01,10.27,0.14,72
18934,0.02,7.21,0.11,65
18935,0.01,13.01,0.14,92
18936,0.01,20.41,0.14,149
18937,0.02,12.97,0.23,56
18938,0.01,13.88,0.13,111
18939,0.01,11.64,0.14,86
18940,0.01,74.56,0.98,76
18941,0.03,12.22,0.31,40
18942,0.01,76.91,0.66,117
18943,0.03,23.48,0.67,35
18944,0.01,63.93,0.82,78
18945,0.02,46.82,0.77,61
18946,0.02,25.1,0.39,64
18947,0.01,40.23,0.39,102
18948,0.04,10.01,0.37,27
18949,0.02,48.71,0.83,59
18950,0.02,36.44,0.62,59
18951,0.01,54.09,0.52,104
18952,0.01,65.79,0.95,69
18953,0.01,64.23,0.48,133
18954,0.03,13.18,0.37,36
18955,0.01,77.61,0.57,137
18956,0.01,74.42,0.65,115
18957,0.02,33.83,0.69,49
18958,0.01,73.07,0.72,102
18959,0.02,47.74,0.78,61
18960,0.01,12.03,0.14,84
18961,0.02,4.78,0.09,53
18962,0.02,10.42,0.23,45
18963,0.01,11.42,0.16,71
18964,0.01,9.04,0.07,139
18965,0.01,11.25,0.07,161
18966,0.02,6.76,0.15,44
18967,0.04,1.98,0.07,29
18968,0.02,2.03,0.04,51
18969,0.01,10.51,0.14,74
18970,0.02,6.99,0.15,48
18971,0.01,15.51,0.12,131
18972,0.01,8.95,0.09,96
18973,0.01,17.88,0.13,134
18974,0.02,8.56,0.14,61
18975,0.02,13.41,0.22,62
18976,0.02,5.93,0.1,58
18977,0.02,5.97,0.12,49
18978,0.01,8.28,0.12,71
18979,0.01,8.13,0.11,73
18980,0.01,15.14,0.17,87
18981,0.02,10.53,0.17,63
18982,0.03,3.75,0.1,38
18983,0.02,3.99,0.09,43
18984,0.01,9.12,0.12,73
18985,0.01,20.43,0.14,151
18986,0.02,6.27,0.13,47
18987,0.02,7.64,0.13,58
18988,0.02,13.68,0.26,53
18989,0.01,7.39,0.1,75
18990,0.03,5.06,0.14,36
18991,0.03,16.66,0.52,32
18992,0.01,34.69,0.45,77
18993,0.01,14.99,0.22,68
18994,0.01,95.87,0.68,140
18995,0.01,46.75,0.38,124
18996,0.02,8.81,0.15,57
18997,0.01,63.49,0.95,67
18998,0.02,21.93,0.43,51
18999,0.02,22.79,0.53,43
19000,0.01,52.57,0.38,137
19001,0.01,35.26,0.49,72
19002,0.03,31.0,1.0,31
19003,0.01,33.09,0.44,76
19004,0.01,34.06,0.48,71
19005,0.01,22.13,0.14,158
19006,0.02,14.36,0.33,43
19007,0.02,20.16,0.31,66
19008,0.03,26.25,0.66,40
19009,0.03,8.91,0.23,38
19010,0.01,46.28,0.51,91
19011,0.02,18.69,0.32,58
19012,0.08,5.03,0.39,13
19013,0.01,50.14,0.44,115
19014,0.03,15.29,0.4,38
19015,0.02,33.16,0.56,59
19016,0.01,28.1,0.41,69
19018,0.01,8.65,0.1,83
19019,0.02,15.12,0.28,54
19020,0.01,27.4,0.18,152
19021,0.03,5.84,0.15,40
19022,0.02,7.68,0.13,60
19023,0.02,18.03,0.32,57
19024,0.01,15.71,0.16,98
19025,0.01,66.56,0.47,143
19026,0.01,10.09,0.07,139
19027,0.02,16.41,0.4,41
19028,0.01,12.68,0.09,142
19029,0.02,9.56,0.16,60
19030,0.01,7.89,0.1,83
19031,0.01,11.4,0.11,100
19032,0.02,9.53,0.18,52
19033,0.03,16.96,0.58,29
19034,0.01,18.84,0.28,67
19036,0.02,11.17,0.19,60
19037,0.03,8.97,0.26,34
19038,0.02,13.21,0.24,56
19039,0.03,6.94,0.18,39
19040,0.02,10.27,0.19,53
19041,0.01,40.95,0.48,86
19042,0.04,2.06,0.09,23
19043,0.02,12.0,0.19,63
19044,0.02,5.6,0.09,62
19045,0.02,26.39,0.6,44
19046,0.01,16.68,0.15,111
19047,0.01,9.08,0.11,80
19048,0.02,5.47,0.11,50
19050,0.02,83.28,1.37,61
19051,0.03,5.99,0.15,40
19092,0.02,8.34,0.15,55
19093,0.02,4.21,0.08,52
19094,0.01,9.14,0.13,72
19095,0.01,10.19,0.1,106
19113,0.02,12.66,0.23,54
19114,0.02,25.33,0.59,43
19115,0.04,8.42,0.37,23
19116,0.14,1.11,0.16,7
19117,0.1,1.86,0.19,10
19119,0.02,27.18,0.57,48
19120,0.02,17.08,0.38,45
19121,0.02,25.91,0.47,55
19122,0.01,41.45,0.58,71
19123,0.03,14.66,0.41,36
19124,0.06,6.6,0.37,18
19125,0.03,13.07,0.4,33
19126,0.03,18.04,0.56,32
19127,0.03,20.25,0.65,31
19129,0.02,26.39,0.46,57
19130,0.03,15.1,0.41,37
19131,0.07,3.92,0.26,15
19132,0.01,42.94,0.59,73
19133,0.02,28.18,0.53,53
19134,0.02,25.46,0.46,55
19135,0.02,41.76,0.7,60
19136,0.07,1.94,0.14,14
19137,0.02,10.45,0.19,54
19138,0.03,7.45,0.2,38
19139,0.02,14.72,0.26,57
19140,0.09,1.45,0.13,11
19141,0.04,9.26,0.33,28
19142,0.03,11.16,0.29,39
19143,0.09,4.43,0.4,11
19144,0.07,3.75,0.25,15
19145,0.04,9.89,0.37,27
19146,0.03,8.49,0.27,31
19147,0.02,13.86,0.34,41
19148,0.03,14.43,0.41,35
19149,0.03,12.29,0.41,30
19150,0.04,15.42,0.59,26
19151,0.04,10.31,0.45,23
19152,0.04,7.9,0.33,24
19153,0.02,15.9,0.38,42
19154,0.04,6.56,0.27,24
19155,0.1,1.32,0.13,10
19156,0.01,13.28,0.14,92
19157,0.01,11.57,0.15,75
19158,0.01,15.96,0.14,116
19159,0.01,10.34,0.15,70
19160,0.01,6.79,0.1,69
19161,0.02,6.1,0.11,54
19162,0.01,7.54,0.11,68
19163,0.02,11.14,0.19,58
19164,0.01,14.66,0.19,79
19165,0.01,16.4,0.14,115
19166,0.01,13.72,0.09,158
19167,0.01,15.18,0.12,131
19168,0.02,14.98,0.23,65
19169,0.01,14.72,0.19,77
19170,0.01,12.21,0.11,108
19171,0.02,5.12,0.12,43
19172,0.01,13.32,0.15,87
19173,0.03,3.59,0.12,29
19174,0.02,9.06,0.14,64
19175,0.01,6.44,0.08,79
19176,0.01,11.92,0.16,76
19177,0.02,5.91,0.1,59
19178,0.01,15.07,0.19,80
19180,0.01,16.02,0.13,121
19181,0.01,14.38,0.19,76
19182,0.02,11.96,0.18,68
19183,0.02,11.38,0.18,64
19184,0.01,7.34,0.11,67
19185,0.02,6.66,0.11,59
19186,0.02,8.9,0.17,51
19187,0.02,6.56,0.15,45
19188,0.02,8.19,0.18,45
19189,0.01,15.86,0.17,96
19190,0.01,13.09,0.18,72
19191,0.01,14.97,0.13,117
19192,0.02,11.85,0.19,63
19193,0.03,9.63,0.27,36
19194,0.01,10.85,0.13,81
19195,0.01,13.61,0.19,72
19196,0.01,14.82,0.14,104
19197,0.01,14.68,0.2,75
19198,0.01,14.19,0.18,77
19199,0.01,10.74,0.08,128
19200,0.01,10.26,0.13,80
19201,0.01,15.11,0.2,76
19202,0.01,10.64,0.15,73
19203,0.01,13.94,0.2,71
19204,0.01,10.52,0.15,70
19205,0.03,6.39,0.19,33
19206,0.03,8.75,0.3,29
19207,0.02,7.01,0.13,55
19208,0.01,9.82,0.11,91
19209,0.02,6.68,0.13,53
19210,0.02,13.82,0.28,49
19211,0.02,14.82,0.31,48
19212,0.05,3.25,0.16,20
19213,0.01,12.81,0.15,87
19214,0.09,1.3,0.12,11
19215,0.01,16.67,0.15,110
19216,0.04,2.89,0.12,24
19217,0.04,4.7,0.2,23
19218,0.01,35.24,0.44,81
19219,0.03,7.58,0.22,34
19220,0.01,18.53,0.18,103
19221,0.03,9.45,0.33,29
19222,0.05,4.08,0.19,22
19223,0.03,5.69,0.15,38
19224,0.02,8.68,0.19,46
19225,0.04,8.49,0.37,23
19226,0.03,8.16,0.26,31
19227,0.02,6.57,0.13,51
19228,0.01,18.2,0.21,87
19229,0.03,9.2,0.3,31
19230,0.03,7.18,0.19,38
19231,0.02,7.62,0.18,43
19232,0.01,11.45,0.11,105
19233,0.02,16.17,0.31,53
19234,0.08,4.47,0.34,13
19235,0.05,28.32,1.29,22
